,product_link,product_name,final_price,product_description,name_dimension,final_price_dimension,product_description_location,body_dimension
110,https://in.puma.com/in/en/pd/puma-x-garfield-youth-t-shirt/533432.html?dwvar_533432_color=48,PUMA x GARFIELD Youth T-shirt,"₹1,999",Shout out to your favourite cartoon in this fun colour-block tee. With a cheeky puff print on the front featuring a chilled-out Garfield wearing a pair of genuine PUMA trainer...,"{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5602, 'width': 785}"
111,https://in.puma.com/in/en/pd/puma-x-garfield-youth-baseball-cap/023833.html?dwvar_023833_color=01,PUMA x Garfield Youth Baseball Cap,₹999,"Equip yourself for manic Mondays and beyond with this collaboration with the original iconic Monday-loathing, lasagne-loving cartoon cat, Garfield. Our PUMA x GARFIELD Basebal...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 49}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5774, 'width': 785}"
112,https://in.puma.com/in/en/pd/puma-x-garfield-suede-youth-sneakers/384553.html?dwvar_384553_color=01,PUMA x Garfield Suede Youth Sneakers,"₹5,499",We've joined forces with arguably the world's most famous cat. Our first PUMA x GARFIELD collaboration is inspired by the ginger cat's love of food and features bright colours...,"{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5480, 'width': 785}"
113,https://in.puma.com/in/en/pd/puma-x-garfield-youth-t-shirt/533432.html?dwvar_533432_color=02,PUMA x GARFIELD Youth T-shirt,"₹1,999",Shout out to your favourite cartoon in this fun colour-block tee. With a cheeky puff print on the front featuring a chilled-out Garfield wearing a pair of genuine PUMA trainer...,"{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5602, 'width': 785}"
114,https://in.puma.com/in/en/pd/italia-signature-winner-youth-t-shirt/769993.html?dwvar_769993_color=04,Italia Signature Winner Youth T-Shirt,"₹2,499","The FIGC Italia Signature tee from PUMA is designed for real fans and real winners. It features awesome graphics inspired by the latest kit, as well as the beloved FIGC Italia...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5629, 'width': 785}"
115,https://in.puma.com/in/en/pd/italia-graphic-winner-youth-t-shirt/769991.html?dwvar_769991_color=02,Italia Graphic Winner Youth T-Shirt,"₹1,999","This FIGC Italia graphic tee is for the true Azzurri fans. Hit the pitch with pride thanks to bold graphics inspired by this season's kit, as well as the instantly recognisabl...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5653, 'width': 785}"
116,https://in.puma.com/in/en/pd/grl-relaxed-fit-youth-sweatpants/533396.html?dwvar_533396_color=21,GRL Relaxed Fit Youth Sweatpants,"₹1,999","Elevate your look from casual to cool in these laid-back sporty sweats. Made using recycled materials, and with an adjustable elasticated waistband, cute branding and an easy ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5619, 'width': 785}"
117,https://in.puma.com/in/en/pd/grl-relaxed-fit-youth-sweatpants/533396.html?dwvar_533396_color=55,GRL Relaxed Fit Youth Sweatpants,"₹1,999","Elevate your look from casual to cool in these laid-back sporty sweats. Made using recycled materials, and with an adjustable elasticated waistband, cute branding and an easy ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5619, 'width': 785}"
118,https://in.puma.com/in/en/pd/modern-sports-youth-pants/846926.html?dwvar_846926_color=01,Modern Sports Youth Pants,"₹2,499",Kit yourself out in the peak of athletic technology with our Modern Sports collection of contemporary sporting essentials. Our Modern Sports Pants are the ideal way to finish ...,"{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5818, 'width': 785}"
119,https://in.puma.com/in/en/pd/truco-ii-youth-football-trainers/106570.html?dwvar_106570_color=04,TRUCO II Youth Football Trainers,"₹2,999","Agile Futsal footwork comes easily in these TRUCO II boots. The breathable upper material mix is super soft but robust enough to withstand the most gruelling game-play, while ...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5390, 'width': 785}"
120,https://in.puma.com/in/en/pd/puma-x-garfield-leadcat-2.0-kids-slides/385002.html?dwvar_385002_color=01,PUMA x Garfield Leadcat 2.0 Kids Slides,"₹2,499",PUMA has teamed up with pop culture's patron saint of lazy days to create a collection of laid-back styles with playful Garfield graphics. This edition of the Leadcat 2.0 comb...,"{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1730, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5094, 'width': 785}"
121,https://in.puma.com/in/en/pd/puma-x-garfield-printed-youth-shorts/533431.html?dwvar_533431_color=01,PUMA x GARFIELD Printed Youth Shorts,"₹2,499","What better way to pay homage to the lounge-loving Garfield than with some ultra-comfy loungewear of your own? These shorts are made entirely from cosy cotton sweat fabric, wi...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5627, 'width': 785}"
122,https://in.puma.com/in/en/pd/puma-x-garfield-graphic-youth--t-shirt/533429.html?dwvar_533429_color=91,PUMA x GARFIELD Graphic Youth T-shirt,"₹1,799","For lovers of Jim Davis's timeless character, the PUMA x GARFIELD collection presents a series of pieces dedicated to the world's hungriest cat. The casual relaxed fit of this...","{'x': 124, 'y': 1005, 'height': 40, 'width': 537}","{'x': 124, 'y': 1053, 'height': 27, 'width': 67}","{'x': 124, 'y': 1861, 'height': 90, 'width': 537}","{'x': 0, 'y': 0, 'height': 5562, 'width': 785}"
